RBP,Cell_line,RNA-Seq_exp,Control_exp,RBP knockdown fastq files,RBP knockdown bam files,RBP knockdown RSEM,RBP knockdown CUFFDIFF,RBP knockdown DESeq,RBP knockdown MISO,RBP knockdown rMATS,RBP knockdown DESeq after batch Correction,RBP knockdown rMATS after batch Correction,Non-target control datasets,Control fastq files,Control bam files,Control RSEM
HNRNPH1,K562,ENCSR354RSR,ENCSR341TTW,"ENCFF573OBT,ENCFF155CZF,ENCFF972LAV,ENCFF069SAK","ENCFF879XKG,ENCFF036OFC","ENCFF693SKF,ENCFF704XXS",ENCFF696QMS,ENCFF317AIR,ENCFF618AWS,ENCFF299FHX,ENCFF243LVX,ENCFF860SIS,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
UPF2,K562,ENCSR810FHY,ENCSR438MDN,"ENCFF949APM,ENCFF186PXP,ENCFF892SIK,ENCFF941MVX","ENCFF397BWB,ENCFF990XTX","ENCFF567TFK,ENCFF504GEQ",ENCFF282ZUP,ENCFF829PHK,ENCFF813QIR,ENCFF176FUM,ENCFF311QJP,ENCFF629DFB,non-target,"ENCFF845QQB,ENCFF034YJI,ENCFF292YLK,ENCFF629XES","ENCFF239MNY,ENCFF961SOT","ENCFF299HTM,ENCFF973VHI"
PA2G4,K562,ENCSR309PPC,ENCSR661HEL,"ENCFF975IBI,ENCFF832JZQ,ENCFF418DBS,ENCFF602TYI","ENCFF909VJA,ENCFF503QON","ENCFF547KPJ,ENCFF760FTG",ENCFF055LYM,ENCFF489TPJ,ENCFF450TRL,ENCFF658SZK,ENCFF698CLZ,ENCFF279NRO,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
PSIP1,K562,ENCSR611LQB,ENCSR572FFX,"ENCFF362TMA,ENCFF633ABR,ENCFF975LDB,ENCFF755GDQ","ENCFF545BGJ,ENCFF434JYY","ENCFF654KKZ,ENCFF007TEL",ENCFF119NMX,ENCFF247JJN,ENCFF457TXU,ENCFF825QLY,ENCFF960TUZ,ENCFF028QTE,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
TFIP11,K562,ENCSR911DGK,ENCSR661HEL,"ENCFF529OTI,ENCFF223KPI,ENCFF657JMI,ENCFF728FAS","ENCFF407PAK,ENCFF251OKX","ENCFF753ZNO,ENCFF693LTW",ENCFF923CFE,ENCFF204PGJ,ENCFF380IUO,ENCFF338KFA,ENCFF907FLL,ENCFF345VKK,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
KHSRP,K562,ENCSR561CBC,ENCSR129RWD,"ENCFF836BRY,ENCFF923XEM,ENCFF375JQN,ENCFF824PIA","ENCFF078YPS,ENCFF225SBM","ENCFF759PDN,ENCFF449OMT",ENCFF150TBA,ENCFF818GKG,ENCFF986RXL,ENCFF830EBT,ENCFF223DOM,ENCFF004VHA,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
YTHDC2,K562,ENCSR843LYF,ENCSR164MUK,"ENCFF562JKQ,ENCFF931IOG,ENCFF114XOP,ENCFF624CYB","ENCFF315GRS,ENCFF122UZL","ENCFF938AJN,ENCFF238MNE",ENCFF741KQS,ENCFF717MDP,ENCFF577EKS,ENCFF299HTL,ENCFF857JBW,ENCFF607JER,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
RTF1,K562,ENCSR783YSQ,ENCSR815CVQ,"ENCFF476PGN,ENCFF164KUZ,ENCFF186AAM,ENCFF938REE","ENCFF416MVA,ENCFF671GZB","ENCFF619FKY,ENCFF970PGN",ENCFF690JCE,ENCFF954RHB,ENCFF861RNP,ENCFF874SGB,ENCFF216PUZ,ENCFF039IUU,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
HNRNPA0,K562,ENCSR552NBS,ENCSR419JMU,"ENCFF363LMQ,ENCFF748ZFR,ENCFF211SQJ,ENCFF779NFX","ENCFF231ICO,ENCFF348NNA","ENCFF175PLL,ENCFF033NBF",ENCFF999ZPT,ENCFF315BPW,ENCFF826KVS,ENCFF264JMP,ENCFF648CKR,ENCFF082BWG,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
PRPF8,K562,ENCSR137HKS,ENCSR661HEL,"ENCFF237PYU,ENCFF687GVB,ENCFF353TSR,ENCFF664ZQE","ENCFF425MYO,ENCFF301UGH","ENCFF395LXU,ENCFF185JYR",ENCFF591JJU,ENCFF966HIX,ENCFF138GXI,ENCFF651GIN,ENCFF139NIC,ENCFF980ZLP,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
SUB1,K562,ENCSR047AJA,ENCSR815CVQ,"ENCFF720DIJ,ENCFF044OXQ,ENCFF011RMA,ENCFF394DBK","ENCFF252MOZ,ENCFF979CLD","ENCFF388PBW,ENCFF681FRS",ENCFF936LYX,ENCFF297CCY,ENCFF700UAJ,ENCFF883YHW,ENCFF060PUE,ENCFF026WAU,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
ZC3H8,K562,ENCSR448JAM,ENCSR718EWL,"ENCFF606LUR,ENCFF122VPY,ENCFF888IWE,ENCFF257JTA","ENCFF860YYJ,ENCFF433ZJS","ENCFF239SLT,ENCFF466XYZ",ENCFF447WSN,ENCFF080IEN,ENCFF615NCX,ENCFF285JXP,ENCFF747AFW,ENCFF261KQR,non-target,"ENCFF409FXM,ENCFF698ZGA,ENCFF357AKH,ENCFF113MXN","ENCFF995IVQ,ENCFF713RDR","ENCFF699ZGX,ENCFF266DWI"
MATR3,K562,ENCSR792XFP,ENCSR129RWD,"ENCFF680PND,ENCFF152PWD,ENCFF883YAT,ENCFF889JXP","ENCFF816VZI,ENCFF887GXB","ENCFF528TJW,ENCFF758CSC",ENCFF884GVJ,ENCFF273VDD,ENCFF912LLJ,ENCFF743VQA,ENCFF939FRX,ENCFF939HVG,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
MAGOH,K562,ENCSR849STR,ENCSR129RWD,"ENCFF668SGZ,ENCFF245QUE,ENCFF032KCT,ENCFF897YVB","ENCFF184LBV,ENCFF286GKQ","ENCFF857TYH,ENCFF527QHY",ENCFF878XAY,ENCFF386XTJ,ENCFF645QJQ,ENCFF798NUZ,ENCFF935ASY,ENCFF026ZNQ,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
KHDRBS1,K562,ENCSR023HWI,ENCSR667PLJ,"ENCFF360LCP,ENCFF273RUL,ENCFF007AYD,ENCFF463IGP","ENCFF738SSD,ENCFF656QEN","ENCFF573KPK,ENCFF870IID",ENCFF313RWH,ENCFF215CJR,ENCFF686SUH,ENCFF842CNT,ENCFF873ARR,ENCFF661GZZ,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
NFX1,K562,ENCSR007XKL,ENCSR815CVQ,"ENCFF631VKJ,ENCFF976PKZ,ENCFF472AIM,ENCFF934MFY","ENCFF878JKR,ENCFF466OZP","ENCFF151PKL,ENCFF631JLQ",ENCFF863ETM,ENCFF319VPJ,ENCFF853FST,ENCFF423FKG,ENCFF626RSF,ENCFF572NUO,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
ILF2,K562,ENCSR126ARZ,ENCSR419JMU,"ENCFF958QIG,ENCFF649CVA,ENCFF190WFC,ENCFF501EWO","ENCFF580GZU,ENCFF180DBV","ENCFF550EOK,ENCFF134MCB",ENCFF910XRA,ENCFF677NSL,ENCFF993KSN,ENCFF005WWP,ENCFF519MGH,ENCFF986KET,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
RBM39,K562,ENCSR678WOA,ENCSR164MUK,"ENCFF690FNB,ENCFF138BDU,ENCFF089BZM,ENCFF971KXV","ENCFF248HXN,ENCFF453GTC","ENCFF417CJC,ENCFF851NKA",ENCFF409HCT,ENCFF681TZJ,ENCFF803XDN,ENCFF077RQY,ENCFF952LZP,ENCFF296YUO,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
ATP5C1,K562,ENCSR231DXJ,ENCSR143COQ,"ENCFF721FEW,ENCFF208ITZ,ENCFF013SFL,ENCFF913CRN","ENCFF126CJL,ENCFF912MYI","ENCFF813GTX,ENCFF174GSV",ENCFF053WGT,ENCFF776QDY,ENCFF190OYO,ENCFF817PPJ,ENCFF285RNS,ENCFF665BWJ,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
LSM11,K562,ENCSR762FEO,ENCSR572FFX,"ENCFF281VIC,ENCFF369PRJ,ENCFF483ITW,ENCFF356FGY","ENCFF014AWU,ENCFF858LCJ","ENCFF716MQK,ENCFF732EUQ",ENCFF359QJI,ENCFF889KSN,ENCFF809AQU,ENCFF882KYQ,ENCFF202WDR,ENCFF344ARE,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
EIF4G1,K562,ENCSR712CSN,ENCSR667PLJ,"ENCFF446DSH,ENCFF392ENF,ENCFF862RGW,ENCFF300PDX","ENCFF576JMA,ENCFF655CAA","ENCFF713RIW,ENCFF923IYZ",ENCFF009VAX,ENCFF742HVI,ENCFF597WRL,ENCFF406GDG,ENCFF354PTB,ENCFF510KPT,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
SRPK2,K562,ENCSR524YXQ,ENCSR174OYC,"ENCFF426VUQ,ENCFF432ZRH,ENCFF796MOB,ENCFF367RLX","ENCFF742QEH,ENCFF954RDX","ENCFF227MQI,ENCFF171GSN",ENCFF938ODP,ENCFF796WUV,ENCFF826PGB,ENCFF571AZF,ENCFF862ORJ,ENCFF347QFQ,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
SF3B4,K562,ENCSR081XRA,ENCSR344XID,"ENCFF043FJK,ENCFF457SHF,ENCFF147QKG,ENCFF143SRK","ENCFF375HRX,ENCFF960VQB","ENCFF249VFZ,ENCFF914DOT",ENCFF925RTK,ENCFF958WPS,ENCFF317BOY,ENCFF679JAC,ENCFF696HGX,ENCFF890LPH,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
PCBP3,K562,ENCSR105LOV,ENCSR341TTW,"ENCFF736GGP,ENCFF923CVD,ENCFF812OKM,ENCFF757NXE","ENCFF976ZBW,ENCFF320TAO","ENCFF153TIQ,ENCFF480QUD",ENCFF401SMK,ENCFF916GLB,ENCFF844TAR,ENCFF269RTO,ENCFF336AJD,ENCFF878VQW,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
XRN2,K562,ENCSR717SJA,ENCSR661HEL,"ENCFF134NCC,ENCFF037BLA,ENCFF878WHV,ENCFF387GYI","ENCFF845EQM,ENCFF151NOV","ENCFF507NEL,ENCFF334SXN",ENCFF552GXF,ENCFF186OZV,ENCFF099WZT,ENCFF521JSV,ENCFF165RFJ,ENCFF903MDA,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
AKAP8L,K562,ENCSR809ISU,ENCSR143COQ,"ENCFF927KFU,ENCFF523KNZ,ENCFF146BTC,ENCFF561DEY","ENCFF609SET,ENCFF906KPN","ENCFF490TZK,ENCFF134YUL",ENCFF489VEL,ENCFF425XLT,ENCFF331IBU,ENCFF425DRF,ENCFF534USF,ENCFF642YKM,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
DDX6,K562,ENCSR119QWQ,ENCSR913CAE,"ENCFF806SKJ,ENCFF533LSQ,ENCFF740MTB,ENCFF489FRK","ENCFF322RFN,ENCFF235FSQ","ENCFF835GFE,ENCFF646RKY",ENCFF058CGG,ENCFF364YDQ,ENCFF320NSW,ENCFF959LKN,ENCFF740MAQ,ENCFF108TFB,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
EIF3H,K562,ENCSR096WVE,ENCSR226KWO,"ENCFF951GAY,ENCFF060PJQ,ENCFF043CWG,ENCFF807YCT","ENCFF436KRH,ENCFF852UMT","ENCFF653TEO,ENCFF948LWL",ENCFF541YSY,ENCFF410KOP,ENCFF670JLL,ENCFF257VHL,ENCFF908IFW,ENCFF117VBX,non-target,"ENCFF432ZMG,ENCFF913HPT,ENCFF447KSW,ENCFF111AWS","ENCFF611RKG,ENCFF264YZI","ENCFF441IEV,ENCFF661LLS"
G3BP1,K562,ENCSR792CBM,ENCSR129RWD,"ENCFF159YAB,ENCFF694AFX,ENCFF996JYA,ENCFF309THL","ENCFF439AJQ,ENCFF905UVV","ENCFF514HLP,ENCFF620RSG",ENCFF939NUB,ENCFF756JXR,ENCFF567JCZ,ENCFF050SNN,ENCFF216VDD,ENCFF335HJY,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
MBNL1,K562,ENCSR222COT,ENCSR143COQ,"ENCFF539DCY,ENCFF884LZZ,ENCFF597YDI,ENCFF474QQW","ENCFF602NZP,ENCFF323HHA","ENCFF225ILH,ENCFF346YYV",ENCFF686ARQ,ENCFF902PEO,ENCFF446JTL,ENCFF011IRD,ENCFF854RIJ,ENCFF204LAF,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
MTPAP,K562,ENCSR631RFX,ENCSR174OYC,"ENCFF290ARC,ENCFF455TOI,ENCFF491FHA,ENCFF568ITK","ENCFF796PIP,ENCFF199VRU","ENCFF405REA,ENCFF479EPT",ENCFF355NQQ,ENCFF614OGH,ENCFF413NRG,ENCFF599GUY,ENCFF883KJG,ENCFF673WJO,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
DKC1,K562,ENCSR494UDF,ENCSR143COQ,"ENCFF366WCT,ENCFF465BOU,ENCFF565LQE,ENCFF983CTL","ENCFF409LOJ,ENCFF486CFB","ENCFF024EIA,ENCFF727WSZ",ENCFF731MDU,ENCFF187LQM,ENCFF961WKF,ENCFF057RLW,ENCFF848ZWS,ENCFF031TUP,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
SDAD1,K562,ENCSR103NNB,ENCSR341TTW,"ENCFF201DID,ENCFF056BCC,ENCFF049FJJ,ENCFF828RJB","ENCFF978PHH,ENCFF467MVA","ENCFF207PWU,ENCFF804ISR",ENCFF054FDE,ENCFF074ZJP,ENCFF251CKG,ENCFF527HOU,ENCFF461ZKQ,ENCFF611DPH,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
WRN,K562,ENCSR165BCF,ENCSR718EWL,"ENCFF490GIG,ENCFF670IYQ,ENCFF931PKC,ENCFF063EWE","ENCFF399LRS,ENCFF864ZFK","ENCFF338FNP,ENCFF699WMK",ENCFF541FSO,ENCFF495IWA,ENCFF322NXP,ENCFF839VVL,ENCFF479YFU,ENCFF887VMB,non-target,"ENCFF409FXM,ENCFF698ZGA,ENCFF357AKH,ENCFF113MXN","ENCFF995IVQ,ENCFF713RDR","ENCFF699ZGX,ENCFF266DWI"
AKAP1,K562,ENCSR338CON,ENCSR913CAE,"ENCFF804VKH,ENCFF934XRW,ENCFF714OWM,ENCFF835GXJ","ENCFF075FRX,ENCFF059NDC","ENCFF406CHS,ENCFF436MDF",ENCFF604SAI,ENCFF251MSZ,ENCFF958LFJ,ENCFF244DJK,ENCFF929PHX,ENCFF697JLT,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
AKAP8,K562,ENCSR000YYN,ENCSR143COQ,"ENCFF560XPH,ENCFF168XIN,ENCFF951YBZ,ENCFF097SNN","ENCFF065KHB,ENCFF640HPA","ENCFF267CJX,ENCFF338MWP",ENCFF677GGI,ENCFF470QIC,ENCFF590EHN,ENCFF858KEF,ENCFF390KVK,ENCFF154CMC,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
PTBP1,K562,ENCSR527IVX,ENCSR129RWD,"ENCFF184CDV,ENCFF642KBO,ENCFF893AGN,ENCFF456OPJ","ENCFF284EZP,ENCFF334ZEN","ENCFF840EAX,ENCFF660QHW",ENCFF275KND,ENCFF894VEL,ENCFF477PST,ENCFF063ISP,ENCFF573OXM,ENCFF146DIG,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
NONO,K562,ENCSR398HXV,ENCSR661HEL,"ENCFF725RTN,ENCFF903AKL,ENCFF267KXL,ENCFF844AFL","ENCFF979TLK,ENCFF467RJQ","ENCFF329GND,ENCFF190LAA",ENCFF771CKJ,ENCFF820UHX,ENCFF731YHG,ENCFF623JLV,ENCFF157RAI,ENCFF187PZO,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
DDX3X,K562,ENCSR000KYM,ENCSR913CAE,"ENCFF569LWF,ENCFF509GSE,ENCFF497EYP,ENCFF671ZVB","ENCFF354JPP,ENCFF243AMZ","ENCFF479KRP,ENCFF738BQN",ENCFF843ZLE,ENCFF808OJK,ENCFF335JDN,ENCFF558WPZ,ENCFF810CIG,ENCFF019IPE,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
IGF2BP3,K562,ENCSR302JQA,ENCSR129RWD,"ENCFF853BIA,ENCFF216IIG,ENCFF224QTF,ENCFF119BHJ","ENCFF437DZT,ENCFF989MPW","ENCFF481RQP,ENCFF507XMS",ENCFF084CUI,ENCFF582SSC,ENCFF205VIG,ENCFF868WPS,ENCFF389STC,ENCFF089JJC,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
HNRNPA1,K562,ENCSR048BWH,ENCSR438MDN,"ENCFF893RDF,ENCFF997NCB,ENCFF015PIM,ENCFF711RAQ","ENCFF244AJP,ENCFF395AZN","ENCFF859JEW,ENCFF733NQV",ENCFF540QSJ,ENCFF447RXL,ENCFF679DFR,ENCFF438JMK,ENCFF414BHG,ENCFF429HAB,non-target,"ENCFF845QQB,ENCFF034YJI,ENCFF292YLK,ENCFF629XES","ENCFF239MNY,ENCFF961SOT","ENCFF299HTM,ENCFF973VHI"
IGF2BP1,K562,ENCSR543LCG,ENCSR163JUC,"ENCFF731HPX,ENCFF236VNZ,ENCFF772HHV,ENCFF474TNL","ENCFF117XXW,ENCFF640YDL","ENCFF224HCN,ENCFF365YEY",ENCFF108LKR,ENCFF342CTL,ENCFF587IMS,ENCFF381YJF,ENCFF693FBS,ENCFF277QNB,non-target,"ENCFF076EAI,ENCFF478ILB,ENCFF102NCM,ENCFF875FRI","ENCFF157TKC,ENCFF739JDP","ENCFF412XQF,ENCFF564TZO"
SRSF5,K562,ENCSR906RHU,ENCSR129RWD,"ENCFF585QQZ,ENCFF676EOG,ENCFF030TOO,ENCFF303JYO","ENCFF142DJX,ENCFF287ZBH","ENCFF191VDV,ENCFF249KOG",ENCFF024FMR,ENCFF883DJW,ENCFF496ZPI,ENCFF775SKJ,ENCFF829RUW,ENCFF199SLK,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
NOL12,K562,ENCSR227AVS,ENCSR620PUP,"ENCFF521OHO,ENCFF169FHW,ENCFF487GQP,ENCFF393SIM","ENCFF573RYU,ENCFF281TXS","ENCFF835MPQ,ENCFF863MNM",ENCFF417WIZ,ENCFF287DDN,ENCFF702YQX,ENCFF298RLM,ENCFF849MET,ENCFF857XZE,non-target,"ENCFF548VUD,ENCFF818RDZ,ENCFF803FSB,ENCFF827KTS","ENCFF341FFK,ENCFF569CWO","ENCFF386LNA,ENCFF815ZLH"
DDX55,K562,ENCSR856CJK,ENCSR572FFX,"ENCFF084XHU,ENCFF204NNR,ENCFF991ERC,ENCFF147FOE","ENCFF804CRR,ENCFF450DRZ","ENCFF624GWY,ENCFF007RHB",ENCFF495CCR,ENCFF929SZO,ENCFF004NQP,ENCFF340ABK,ENCFF717IBC,ENCFF870OYB,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
FUS,K562,ENCSR325OOM,ENCSR084SCN,"ENCFF129QEQ,ENCFF812YPN,ENCFF227UZU,ENCFF582EZJ","ENCFF564EFE,ENCFF983UYL","ENCFF653BNE,ENCFF453EMK",ENCFF863XSO,ENCFF109BDU,ENCFF011QIA,ENCFF613PGP,ENCFF118TGK,ENCFF769PXL,non-target,"ENCFF420XPX,ENCFF861HTL,ENCFF029QIY,ENCFF464MHZ","ENCFF098BEA,ENCFF719PLT","ENCFF255JNV,ENCFF595PIT"
EWSR1,K562,ENCSR831YGP,ENCSR913CAE,"ENCFF948DRW,ENCFF004TES,ENCFF437UUS,ENCFF984GTS","ENCFF308UUY,ENCFF203CYP","ENCFF633HGM,ENCFF451RSU",ENCFF230OXC,ENCFF237RPZ,ENCFF046AOZ,ENCFF076DGZ,ENCFF383HEO,ENCFF418HRM,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
PKM,K562,ENCSR978CSQ,ENCSR438MDN,"ENCFF603FOE,ENCFF757COF,ENCFF837PUC,ENCFF124SVA","ENCFF085ZVA,ENCFF403CZS","ENCFF552VJT,ENCFF280XOA",ENCFF182OQD,ENCFF097LAL,ENCFF845WJI,ENCFF546LJV,ENCFF701SHT,ENCFF463BVI,non-target,"ENCFF845QQB,ENCFF034YJI,ENCFF292YLK,ENCFF629XES","ENCFF239MNY,ENCFF961SOT","ENCFF299HTM,ENCFF973VHI"
NPM1,K562,ENCSR346DZQ,ENCSR164MUK,"ENCFF574DCO,ENCFF261ZCZ,ENCFF410BUA,ENCFF569SVK","ENCFF625PRU,ENCFF201SAL","ENCFF454XHB,ENCFF056ECX",ENCFF712XPP,ENCFF533LXA,ENCFF757CXS,ENCFF477DOH,ENCFF385NZR,ENCFF500ZSY,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
DNAJC2,K562,ENCSR577OVP,ENCSR667PLJ,"ENCFF202PQE,ENCFF572YPC,ENCFF509LZF,ENCFF945YQN","ENCFF246JPX,ENCFF958ZED","ENCFF662GLZ,ENCFF666OHO",ENCFF892VAM,ENCFF241PCY,ENCFF962KNO,ENCFF928HQP,ENCFF619XRO,ENCFF656YUE,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
CPSF6,K562,ENCSR384BDV,ENCSR424QCW,"ENCFF904VNO,ENCFF420ZNS,ENCFF928HOG,ENCFF309PWM","ENCFF967WJV,ENCFF526GHJ","ENCFF578KLC,ENCFF260RMV",ENCFF286CHE,ENCFF308FGG,ENCFF756RGH,ENCFF912RWL,ENCFF332PUX,ENCFF572YYQ,non-target,"ENCFF791HTS,ENCFF691MJX,ENCFF078MXU,ENCFF656RXL","ENCFF847DQL,ENCFF523LXJ","ENCFF726AVK,ENCFF945TIU"
U2AF2,K562,ENCSR904CJQ,ENCSR344XID,"ENCFF158ZML,ENCFF593VXV,ENCFF550GXB,ENCFF424URS","ENCFF318PFL,ENCFF667QFW","ENCFF927EJA,ENCFF257JMN",ENCFF858YJX,ENCFF457JLV,ENCFF143AKD,ENCFF483JQA,ENCFF091ZGT,ENCFF979UCO,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
SART3,K562,ENCSR954HAY,ENCSR419JMU,"ENCFF517FBY,ENCFF168QLG,ENCFF043UGU,ENCFF610JSB","ENCFF488MVU,ENCFF302IKH","ENCFF601UZZ,ENCFF310CXH",ENCFF056GIL,ENCFF476ILH,ENCFF727LWV,ENCFF553RZY,ENCFF295YAD,ENCFF192ALJ,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
